asset_class,table,column,source_kind,source,tier,normalizer,notes
bonds,issuance,is_roadshow,payload,IS_ROADSHOW,3,bool,
bonds,issuance,use_of_proceeds,pool,_POOLS['uop_bond'] -> vocab-mapped code,2,vocab,"varchar(64): expectation is the CODE, not the prose - 18.6.1"
bonds,issuance,mandate_text,null,,x,,bonds generator has no source for this column
bonds,issuance,marketing_link,null,,x,,bonds generator has no source for this column
bonds,issuance,tenor,derived,PRELIMINARY_SECURITY_TENOR -> '5 Y',2,tenor,
bonds,issuance,launch_price,null,,x,,bonds generator has no source for this column
bonds,issuance,db_number_of_tranches,derived,count of tranches in the deal,1,numeric,high-signal LLM metric - did it see every tranche
bonds,issuance,symphony_blast_sent,system,app state,x,,
bonds,issuance,tranche_pricing_date,null,,x,,bonds generator has no source for this column
bonds,issuance,expected_pricing_date,null,,x,,bonds generator has no source for this column
bonds,issuance,tranche_issuer_business_description,pool,_POOLS['business_bond'] (bond_narrative format only),3,text,
bonds,issuance,tranche_status,payload,TRANCHE_STATUS,2,ci_text,
bonds,issuance,tranche_reg_type,payload,REGISTRATION_TYPE,3,vocab,
bonds,issuance,total_issued_after_tap,null,,x,,bonds generator has no source for this column
bonds,issuance,emerging_mkt_ind,payload,EMERGING_MKT_IND,3,bool,
bonds,issuance,nc_till,null,,x,,bonds generator has no source for this column
bonds,issuance,guidance,null,,x,,bonds generator has no source for this column
bonds,issuance,final_terms,null,,x,,bonds generator has no source for this column
bonds,issuance,record_id,system,app-assigned,x,,
bonds,issuance,timestamp,system,app-assigned,x,,
bonds,issuance_security,issuance_key,system,app-assigned - FK to t_issuance,x,,
bonds,issuance_security,issuance_security_id,system,app-assigned,x,,
bonds,issuance_security,security_type,const,NOT_SPECIFIED,3,ci_text,
bonds,issuance_security,isin,payload,SEC_REGS_ISIN or SEC_144A_ISIN for this row's flavour,1,ci_text,
bonds,issuance_security,cusip,payload,matching SEC_*_CUSIP,1,ci_text,
bonds,issuance_security,figi,payload,matching SEC_*_FIGI,2,ci_text,
bonds,issuance_security,registration_type,derived,"row flavour (Reg S | 144A), vocab-mapped",2,vocab,
bonds,issuance_security,regulation_subcategory,null,,2,vocab,bonds generator has no source for this column
bonds,issuance_security,update_time,system,app timestamp,x,,
bonds,issuance_security,security_status,const,ACTIVE,3,ci_text,
bonds,issuance_security,record_id,system,app-assigned,x,,
bonds,issuance_security,timestamp,system,app-assigned,x,,
